Year,Species,Stock,ESU,ER,Citation
2013,Coho,Stillaguamish,Puget Sound-Strait of Georgia Coho,0.33,Pacific Salmon Commission Coho Technical Committee. https://www.psc.org/publications/technical-reports/technical-committee-reports/coho/. Data tables provided by Laurie Weitkamp (NWFSC) 
2014,Coho,Stillaguamish,Puget Sound-Strait of Georgia Coho,0.402,Pacific Salmon Commission Coho Technical Committee. https://www.psc.org/publications/technical-reports/technical-committee-reports/coho/. Data tables provided by Laurie Weitkamp (NWFSC) 
2015,Coho,Stillaguamish,Puget Sound-Strait of Georgia Coho,0.523,Pacific Salmon Commission Coho Technical Committee. https://www.psc.org/publications/technical-reports/technical-committee-reports/coho/. Data tables provided by Laurie Weitkamp (NWFSC) 
2016,Coho,Stillaguamish,Puget Sound-Strait of Georgia Coho,NA,NA
2017,Coho,Stillaguamish,Puget Sound-Strait of Georgia Coho,0.118,Pacific Salmon Commission Coho Technical Committee. https://www.psc.org/publications/technical-reports/technical-committee-reports/coho/. Data tables provided by Laurie Weitkamp (NWFSC) 
2018,Coho,Stillaguamish,Puget Sound-Strait of Georgia Coho,NA,NA
2019,Coho,Stillaguamish,Puget Sound-Strait of Georgia Coho,0.203,Pacific Salmon Commission Coho Technical Committee. https://www.psc.org/publications/technical-reports/technical-committee-reports/coho/. Data tables provided by Laurie Weitkamp (NWFSC) 
2020,Coho,Stillaguamish,Puget Sound-Strait of Georgia Coho,0.126,Pacific Salmon Commission Coho Technical Committee. https://www.psc.org/publications/technical-reports/technical-committee-reports/coho/. Data tables provided by Laurie Weitkamp (NWFSC) 
2021,Coho,Stillaguamish,Puget Sound-Strait of Georgia Coho,0.106,Pacific Salmon Commission Coho Technical Committee. https://www.psc.org/publications/technical-reports/technical-committee-reports/coho/. Data tables provided by Laurie Weitkamp (NWFSC) 
2022,Coho,Stillaguamish,Puget Sound-Strait of Georgia Coho,NA,NA
1974,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,NA,NA
1975,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,NA,NA
1976,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,NA,NA
1977,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,NA,NA
1978,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,NA,NA
1979,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,NA,NA
1980,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.0102,2015 Status Review
1981,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.0268,2015 Status Review
1982,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.0159,2015 Status Review
1983,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.0328,2015 Status Review
1984,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.2085,2015 Status Review
1985,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.4082,2015 Status Review
1986,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.1419,2015 Status Review
1987,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.4673,2015 Status Review
1988,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.4869,2015 Status Review
1989,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.0443,2015 Status Review
1990,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.0484,2015 Status Review
1991,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.0431,2015 Status Review
1992,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.0259,2015 Status Review
1993,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.0594,2015 Status Review
1994,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.0394,2015 Status Review
1995,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.04613634,2015 Status Review
1996,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.046571086,2015 Status Review
1997,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.043332133,2015 Status Review
1998,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.032314186,2015 Status Review
1999,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.039428568,2015 Status Review
2000,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.034939332,2015 Status Review
2001,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.070109688,2015 Status Review
2002,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.051103412,2015 Status Review
2003,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.02768254,2015 Status Review
2004,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.038363643,2015 Status Review
2005,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.035810322,2015 Status Review
2006,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.043092406,2015 Status Review
2007,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.054147201,2015 Status Review
2008,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.046,WCR; anthony.siniscal@noaa.gov
2009,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.064,WCR; anthony.siniscal@noaa.gov
2010,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.068,WCR; anthony.siniscal@noaa.gov
2011,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.078,WCR; anthony.siniscal@noaa.gov
2012,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.097,WCR; anthony.siniscal@noaa.gov
2013,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.047,WCR; anthony.siniscal@noaa.gov
2014,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.05,WCR; anthony.siniscal@noaa.gov
2015,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.062,WCR; anthony.siniscal@noaa.gov
2016,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.05,WCR; anthony.siniscal@noaa.gov
2017,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.049,WCR; anthony.siniscal@noaa.gov
2018,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.038,WCR; anthony.siniscal@noaa.gov
2019,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.019,WCR; anthony.siniscal@noaa.gov
2020,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.0537,WCR; anthony.siniscal@noaa.gov
2021,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.067,WCR; anthony.siniscal@noaa.gov
2022,Sockeye,Snake River Sockeye Salmon ESU_Summer,Lake Wenatchee Sockeye,0.045,WCR; anthony.siniscal@noaa.gov
1974,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,NA,NA
1975,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,NA,NA
1976,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,NA,NA
1977,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,NA,NA
1978,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,NA,NA
1979,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,NA,NA
1980,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.0102,2015 Status Review
1981,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.0268,2015 Status Review
1982,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.0159,2015 Status Review
1983,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.0328,2015 Status Review
1984,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.2085,2015 Status Review
1985,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.4082,2015 Status Review
1986,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.1419,2015 Status Review
1987,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.4673,2015 Status Review
1988,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.4869,2015 Status Review
1989,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.0443,2015 Status Review
1990,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.0484,2015 Status Review
1991,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.0431,2015 Status Review
1992,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.0259,2015 Status Review
1993,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.0594,2015 Status Review
1994,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.0394,2015 Status Review
1995,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.04613634,2015 Status Review
1996,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.046571086,2015 Status Review
1997,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.043332133,2015 Status Review
1998,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.032314186,2015 Status Review
1999,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.039428568,2015 Status Review
2000,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.034939332,2015 Status Review
2001,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.070109688,2015 Status Review
2002,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.051103412,2015 Status Review
2003,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.02768254,2015 Status Review
2004,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.038363643,2015 Status Review
2005,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.035810322,2015 Status Review
2006,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.043092406,2015 Status Review
2007,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.054147201,2015 Status Review
2008,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.046,WCR; anthony.siniscal@noaa.gov
2009,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.064,WCR; anthony.siniscal@noaa.gov
2010,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.068,WCR; anthony.siniscal@noaa.gov
2011,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.078,WCR; anthony.siniscal@noaa.gov
2012,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.097,WCR; anthony.siniscal@noaa.gov
2013,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.047,WCR; anthony.siniscal@noaa.gov
2014,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.05,WCR; anthony.siniscal@noaa.gov
2015,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.062,WCR; anthony.siniscal@noaa.gov
2016,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.05,WCR; anthony.siniscal@noaa.gov
2017,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.049,WCR; anthony.siniscal@noaa.gov
2018,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.038,WCR; anthony.siniscal@noaa.gov
2019,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.019,WCR; anthony.siniscal@noaa.gov
2020,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.0537,WCR; anthony.siniscal@noaa.gov
2021,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.067,WCR; anthony.siniscal@noaa.gov
2022,Sockeye,Snake River Sockeye Salmon ESU_Summer,Okanogan River Sockeye,0.045,WCR; anthony.siniscal@noaa.gov
1974,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,NA,NA
1975,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,NA,NA
1976,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,NA,NA
1977,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,NA,NA
1978,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,NA,NA
1979,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,NA,NA
1980,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.0102,2015 Status Review
1981,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.0268,2015 Status Review
1982,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.0159,2015 Status Review
1983,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.0328,2015 Status Review
1984,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.2085,2015 Status Review
1985,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.4082,2015 Status Review
1986,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.1419,2015 Status Review
1987,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.4673,2015 Status Review
1988,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.4869,2015 Status Review
1989,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.0443,2015 Status Review
1990,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.0484,2015 Status Review
1991,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.0431,2015 Status Review
1992,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.0259,2015 Status Review
1993,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.0594,2015 Status Review
1994,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.0394,2015 Status Review
1995,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.04613634,2015 Status Review
1996,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.046571086,2015 Status Review
1997,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.043332133,2015 Status Review
1998,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.032314186,2015 Status Review
1999,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.039428568,2015 Status Review
2000,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.034939332,2015 Status Review
2001,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.070109688,2015 Status Review
2002,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.051103412,2015 Status Review
2003,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.02768254,2015 Status Review
2004,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.038363643,2015 Status Review
2005,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.035810322,2015 Status Review
2006,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.043092406,2015 Status Review
2007,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.054147201,2015 Status Review
2008,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.046,WCR; anthony.siniscal@noaa.gov
2009,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.064,WCR; anthony.siniscal@noaa.gov
2010,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.068,WCR; anthony.siniscal@noaa.gov
2011,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.078,WCR; anthony.siniscal@noaa.gov
2012,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.097,WCR; anthony.siniscal@noaa.gov
2013,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.047,WCR; anthony.siniscal@noaa.gov
2014,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.05,WCR; anthony.siniscal@noaa.gov
2015,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.062,WCR; anthony.siniscal@noaa.gov
2016,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.05,WCR; anthony.siniscal@noaa.gov
2017,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.049,WCR; anthony.siniscal@noaa.gov
2018,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.038,WCR; anthony.siniscal@noaa.gov
2019,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.019,WCR; anthony.siniscal@noaa.gov
2020,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.0537,WCR; anthony.siniscal@noaa.gov
2021,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.067,WCR; anthony.siniscal@noaa.gov
2022,Sockeye,Snake River Sockeye Salmon ESU_Summer,Snake River Sockeye Salmon ESU,0.045,WCR; anthony.siniscal@noaa.gov
1974,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
1975,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
1976,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
1977,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
1978,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
1979,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
1980,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
1981,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
1982,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
1983,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
1984,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
1985,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
1986,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
1987,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
1988,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
1989,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
1990,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
1991,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
1992,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
1993,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
1994,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
1995,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
1996,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
1997,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
1998,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
1999,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
2000,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
2001,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
2002,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
2003,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
2004,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
2005,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
2006,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
2007,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,NA,NA
2008,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,0.003,WCR; anthony.siniscal@noaa.gov
2009,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,0.003,WCR; anthony.siniscal@noaa.gov
2010,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,0.003,WCR; anthony.siniscal@noaa.gov
2011,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,0.003,WCR; anthony.siniscal@noaa.gov
2012,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,0.006,WCR; anthony.siniscal@noaa.gov
2013,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,0.006,WCR; anthony.siniscal@noaa.gov
2014,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,0.006,WCR; anthony.siniscal@noaa.gov
2015,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,0.003,WCR; anthony.siniscal@noaa.gov
2016,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,0.002,WCR; anthony.siniscal@noaa.gov
2017,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,0.001,WCR; anthony.siniscal@noaa.gov
2018,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,0.007,WCR; anthony.siniscal@noaa.gov
2019,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,0.008,WCR; anthony.siniscal@noaa.gov
2020,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,0.009,WCR; anthony.siniscal@noaa.gov
2021,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,0.007,WCR; anthony.siniscal@noaa.gov
2022,Steelhead,Lower Columbia River Steelhead DPS_Summer,Lower Columbia River Steelhead DPS,0.007,WCR; anthony.siniscal@noaa.gov
1974,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,NA,NA
1975,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,NA,NA
1976,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,NA,NA
1977,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,NA,NA
1978,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,NA,NA
1979,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,NA,NA
1980,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,NA,NA
1981,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,NA,NA
1982,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,NA,NA
1983,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,NA,NA
1984,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,NA,NA
1985,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,NA,NA
1986,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,NA,NA
1987,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,NA,NA
1988,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,NA,NA
1989,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,NA,NA
1990,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,NA,NA
1991,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,NA,NA
1992,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,NA,NA
1993,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,NA,NA
1994,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,NA,NA
1995,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,NA,NA
1996,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,NA,NA
1997,Steelhead,Lower Columbia River Steelhead DPS_Winter,Lower Columbia River Steelhead DPS,NA,NA
